screen_name,name,twitter_id,description,year,month,date,time,tweet_id,tweet.text
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,30,21.47,1244743159327985664,b'Se confirma continuaci\xc3\xb3n de paro de conductores de Flota Talagante para este martes 31 de marzo por lo que servicio\xe2\x80\xa6 https://t.co/2dY8ZN6IbH'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,30,15.47,1244652562797727745,b'\xe2\x9c\x85Visitamos el Hogar de Ancianos de La Islita para saber la situaci\xc3\xb3n y estados de salud de nuestros adultos mayores\xe2\x80\xa6 https://t.co/XoOqTjBlYT'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,30,15.4,1244641706932342785,b'\xe2\x9c\x85Esta ma\xc3\xb1ana se vacunaron contra la influenza trabajadores de la empresa Dimensi\xc3\xb3n que prestan servicio de aseo y r\xe2\x80\xa6 https://t.co/bCgrGz6952'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,30,0.21,1244419416156241922,b'Ahora nos traladamos al centro de Isla de Maipo para sanitizar paraderos en Av. Santelices entre otros espacios p\xc3\xbab\xe2\x80\xa6 https://t.co/cozUVdfz5g'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,29,23.41,1244409261016387584,"b'Este domingo hemos vuelto a sanitizar sectores p\xc3\xbablicos, plazas, paraderos, y Cesfam en La Islita. Vamos a continua\xe2\x80\xa6 https://t.co/43W43n21Zj'"
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,29,22.40,1244393911948316674,"b'Respecto al servicio de Flota Islaval, nos informan que funcionar\xc3\xa1n de manera parcial este lunes 30 de marzo. Debid\xe2\x80\xa6 https://t.co/KxzbiEjDtM'"
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,29,21.45,1244380226835992576,b'Nos informan que Flota Talagante no prestar\xc3\xa1 servicio de locomoci\xc3\xb3n desde este lunes 30 de marzo. Decisi\xc3\xb3n ser\xc3\xada de\xe2\x80\xa6 https://t.co/tUPvVwysZ3'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,28,17.13,1243949267238215681,b'\xf0\x9f\x92\x89En 2 semanas logramos inmunizar contra la Influenza a m\xc3\xa1s de 14.500 vecinos y vecinas del grupo de riesgo conforma\xe2\x80\xa6 https://t.co/YPUmQhfKqU'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,28,15.15,1243919710091182080,b'\xe2\x9c\x85Nuestro Plan de Vacunaci\xc3\xb3n tambi\xc3\xa9n contempla a establecimientos educacionales particulares y subvencionados de Isl\xe2\x80\xa6 https://t.co/S7TakxHyuQ'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,28,13.44,1243896819433771008,b'Esta ma\xc3\xb1ana hemos constatado que nuestro r\xc3\xado maipo ha sido gravemente contaminado con alg\xc3\xban elemento qu\xc3\xadmico usado\xe2\x80\xa6 https://t.co/mZmMhXfyDU'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,28,13.35,1243894494451453953,b'\xe2\x9c\x85En el Liceo y Jardin Infantil Rep\xc3\xbablica de Italia ni\xc3\xb1os y ni\xc3\xb1as son vacunados contra la influenza. Continuamos con\xe2\x80\xa6 https://t.co/KSqLJrXIvY'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,27,22.52,1243672158582329355,b'Ya solicitamos formalmente establecer controles sanitarios en cada acceso a Isla de Maipo. Es hora de sumar otra me\xe2\x80\xa6 https://t.co/QEQWm7uONz'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,27,21.20,1243649123523407874,b'Hemos solicitado formalmente un cerco y control sanitario en los 3 accesos a Isla de Maipo. A la fecha somos la \xc3\xbani\xe2\x80\xa6 https://t.co/UWPMI4V8Re'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,27,19.44,1243624875983601664,b'Era necesario y urgente enfrentar la incertidumbre de muchas familias vulnerables del pa\xc3\xads respecto a c\xc3\xb3mo amortigu\xe2\x80\xa6 https://t.co/KXt65K2Mlf'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,27,17.42,1243594311964426240,b'Este s\xc3\xa1bado 28 de marzo adelantamos la vacunaci\xc3\xb3n contra la Influenza para ni\xc3\xb1os y ni\xc3\xb1as del grupo de riesgo direct\xe2\x80\xa6 https://t.co/B5KfJzPasG'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,27,16.41,1243578939802558467,b'Nuestra campa\xc3\xb1a de vacunaci\xc3\xb3n para ni\xc3\xb1os y ni\xc3\xb1as del grupo de riesgo de Isla de Maipo incluye tambi\xc3\xa9n a m\xc3\xa1s de una\xe2\x80\xa6 https://t.co/yslhxSHZVt'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,27,12.32,1243516318835445760,b'\xe2\x9c\x85Esta ma\xc3\xb1ana 60 ni\xc3\xb1os y ni\xc3\xb1as del grupo de riesgo de la Escuela Futuro Las Mercedes ser\xc3\xa1n vacunados contra la influ\xe2\x80\xa6 https://t.co/VKBUBK1n3Z'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,26,22.6,1243298390387167232,b'Un gran saludo a nuestros funcionarios t\xc3\xa9cnicos de la salud en su d\xc3\xada y ser un pilar fundamental en esta crisis san\xe2\x80\xa6 https://t.co/bXHmGA4TvF'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,26,14.49,1243188291412819969,b'\xe2\x9c\x85Nuestro Plan de Vacunaci\xc3\xb3n contra la influenza en establecimientos educacionales hoy se traslad\xc3\xb3 hasta el Colegio\xe2\x80\xa6 https://t.co/YSGKa9CuRt'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,26,14.1,1243176205341376514,b'Compartimos las recomendaciones de la 23\xc2\xb0 Comisar\xc3\xada de Carabineros de Talagante para tener en cuenta y disminuir el\xe2\x80\xa6 https://t.co/z2JFRUBMrM'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,25,22.46,1242945975632769024,b'\xe2\x9c\x85Nuestros equipos municipales ya se encuentran haciendo trabajos de sanitizaci\xc3\xb3n en paraderos y lugares de concurre\xe2\x80\xa6 https://t.co/XjFqQ93zWx'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,25,20.40,1242914239641239553,b'Aduana Sanitaria para Santiago y Cuarentena total para 7 comunas de la RM a contar de ma\xc3\xb1ana 26 de marzo no incluye\xe2\x80\xa6 https://t.co/YbXmlta0fX'
carlosadasme,Carlos Adasme Godoy,120244163,b'Alcalde de #IsladeMaipo. @muniislademaipo',2020,3,25,19.28,1242896097296683010,b'Este mi\xc3\xa9rcoles continuamos con los trabajos de sanitizaci\xc3\xb3n en paraderos y espacios p\xc3\xbablicos de toda Isla de Maipo.\xe2\x80\xa6 https://t.co/etMg7uIzak'
